X,Y,Name,
-55.3893601336421,-34.7815046041952,SG
-55.208785050565,-34.8847255777417,PN
-54.5615660615335,-34.7733337718633,LG
-54.2890979772726,-34.62403919669,LR
-53.7939767889419,-34.3925540068877,CP
-53.6421682102268,-33.9676300753647,PT
-53.5159524904441,-33.9375395710909,CV
-53.5803523030569,-33.725850899571,SM
