estacion,cod_pluvio,fecha,mm
solis,2875A,02/10/2021,1.0
solis,2875A,02/11/2021,38.5
solis,2875A,02/12/2021,7.0
solis,2875A,02/13/2021,0.5
solis,2875A,02/14/2021,1.0
solis,2875A,02/15/2021,0.0
solis,2875A,02/16/2021,48.0
solis,2875A,02/17/2021,5.0
solis,2875A,02/18/2021,0.0
solis,2875A,02/19/2021,0.0
solis,2875A,02/20/2021,0.0
solis,2875A,02/21/2021,0.0
solis,2875A,02/22/2021,4.5
solis,2875A,02/23/2021,0.0
solis,2875A,02/24/2021,0.0
solis,2875A,02/25/2021,0.0
solis,2875A,02/26/2021,0.0
solis,2875A,02/27/2021,0.0
solis,2875A,02/28/2021,0.0
solis,2875A,03/01/2021,0.0
solis,2875A,03/02/2021,0.0
solis,2875A,03/03/2021,0.0
solis,2875A,03/04/2021,0.0
solis,2875A,03/05/2021,0.0
solis,2875A,03/06/2021,0.0
solis,2875A,03/07/2021,0.0
solis,2875A,03/08/2021,0.0
solis,2875A,03/09/2021,0.0
solis,2875A,03/10/2021,0.0
solis,2875A,03/11/2021,0.0
solis,2875A,03/12/2021,0.0
solis,2875A,03/13/2021,0.0
solis,2875A,03/14/2021,0.0
solis,2875A,03/15/2021,0.0
solis,2875A,03/16/2021,22.0
solis,2875A,03/17/2021,5.0
solis,2875A,03/18/2021,0.0
solis,2875A,03/19/2021,0.0
solis,2875A,03/20/2021,7.0
solis,2875A,03/21/2021,0.0
solis,2875A,03/22/2021,0.0
solis,2875A,03/23/2021,0.0
solis,2875A,03/24/2021,5.5
solis,2875A,03/25/2021,38.0
solis,2875A,03/26/2021,1.5
solis,2875A,03/27/2021,9.5
solis,2875A,03/28/2021,9.5
solis,2875A,03/29/2021,0.5
solis,2875A,03/30/2021,0.0
solis,2875A,03/31/2021,TRAZA
solis,2875A,04/01/2021,TRAZA
solis,2875A,04/02/2021,0.0
solis,2875A,04/03/2021,0.0
solis,2875A,04/04/2021,0.0
solis,2875A,04/05/2021,0.0
solis,2875A,04/06/2021,0.0
solis,2875A,04/07/2021,0.0
solis,2875A,04/08/2021,40.0
solis,2875A,04/09/2021,1.0
solis,2875A,04/10/2021,5.0
solis,2875A,04/11/2021,1.0
solis,2875A,04/12/2021,0.0
solis,2875A,04/13/2021,0.0
solis,2875A,04/14/2021,0.0
solis,2875A,04/15/2021,0.0
solis,2875A,04/16/2021,0.0
solis,2875A,04/17/2021,0.0
solis,2875A,04/18/2021,0.0
solis,2875A,04/19/2021,0.0
solis,2875A,04/20/2021,0.0
solis,2875A,04/21/2021,0.0
solis,2875A,04/22/2021,0.0
solis,2875A,04/23/2021,10.0
solis,2875A,04/24/2021,0.1
solis,2875A,04/25/2021,0.9
solis,2875A,04/26/2021,0.0
solis,2875A,04/27/2021,0.0
solis,2875A,04/28/2021,0.0
solis,2875A,04/29/2021,0.0
solis,2875A,04/30/2021,0.0
solis,2875A,05/01/2021,0.0
solis,2875A,05/02/2021,0.0
solis,2875A,05/03/2021,10.5
solis,2875A,05/04/2021,1.3
solis,2875A,05/05/2021,0.0
solis,2875A,05/06/2021,0.0
solis,2875A,05/07/2021,0.0
solis,2875A,05/08/2021,0.0
solis,2875A,05/09/2021,0.0
solis,2875A,05/10/2021,0.0
solis,2875A,05/11/2021,0.0
solis,2875A,05/12/2021,0.0
solis,2875A,05/13/2021,0.0
solis,2875A,05/14/2021,0.0
solis,2875A,05/15/2021,0.0
solis,2875A,05/16/2021,0.0
solis,2875A,05/17/2021,0.0
solis,2875A,05/18/2021,0.0
solis,2875A,05/19/2021,0.0
solis,2875A,05/20/2021,0.0
solis,2875A,05/21/2021,42.5
solis,2875A,05/22/2021,10.5
solis,2875A,05/23/2021,8.0
solis,2875A,05/24/2021,0.0
solis,2875A,05/25/2021,0.0
solis,2875A,05/26/2021,0.0
solis,2875A,05/27/2021,0.0
solis,2875A,05/28/2021,0.0
solis,2875A,05/29/2021,0.1
solis,2875A,05/30/2021,0.0
solis,2875A,05/31/2021,0.0
solis,2875A,06/01/2021,0.7
solis,2875A,06/02/2021,0.0
solis,2875A,06/03/2021,0.0
solis,2875A,06/04/2021,65.0
solis,2875A,06/05/2021,5.2
solis,2875A,06/06/2021,0.0
solis,2875A,06/07/2021,0.0
solis,2875A,06/08/2021,0.0
solis,2875A,06/09/2021,TRAZA
solis,2875A,06/10/2021,0.0
solis,2875A,06/11/2021,0.0
solis,2875A,06/12/2021,0.0
solis,2875A,06/13/2021,0.0
solis,2875A,06/14/2021,0.0
solis,2875A,06/15/2021,TRAZA
solis,2875A,06/16/2021,0.0
solis,2875A,06/17/2021,TRAZA
solis,2875A,06/18/2021,0.0
solis,2875A,06/19/2021,0.1
solis,2875A,06/20/2021,0.0
solis,2875A,06/21/2021,TRAZA
solis,2875A,06/22/2021,0.0
solis,2875A,06/23/2021,63.0
solis,2875A,06/24/2021,0.5
solis,2875A,06/25/2021,0.0
solis,2875A,06/26/2021,0.7
solis,2875A,06/27/2021,15.0
solis,2875A,06/28/2021,22.5
solis,2875A,06/29/2021,2.5
solis,2875A,06/30/2021,0.0
solis,2875A,07/01/2021,0.0
solis,2875A,07/02/2021,0.0
solis,2875A,07/03/2021,0.0
solis,2875A,07/04/2021,0.0
solis,2875A,07/05/2021,0.0
